Frequency Output,Frequency Input,FCC Callsign,County,State,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
422.437500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.437500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.462500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.487500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.500000,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.506250,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.512500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.518750,0.00000, ,York,ON,  OnQue,Site 008 Aurora, , ,NXDN, ,TRS
422.525000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.531250,0.00000, ,Toronto,ON,  OnQue,Site 007 Scarborough, , ,NXDN, ,TRS
422.537500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.550000,0.00000, ,York,ON,  Point to Point,Site 002 King City, , ,DMR, ,TRS
422.562500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.587500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.587500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.600000,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.606250,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.612500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.612500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.618750,0.00000, ,York,ON,  OnQue,Site 008 Aurora, , ,NXDN, ,TRS
422.625000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.625000,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.631250,0.00000, ,Halton,ON,  OnQue,Site 006 Milton, , ,NXDN, ,TRS
422.637500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.637500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.662500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.687500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.712500,0.00000, ,Halton,ON,  RCMP O Division,Site 027 Milton, , ,Project 25, ,TRS
422.725000,0.00000, ,Toronto,ON,  RCMP O Division,Site 017 Toronto  East, , ,Project 25, ,TRS
422.750000,0.00000, ,Peel,ON,  RCMP O Division,Site 023 Airway Centre  Toronto Pearson Airport, , ,Project 25, ,TRS
422.800000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.837500,0.00000, ,York,ON,  RCMP O Division,Site 009 King City, , ,Project 25, ,TRS
422.925000,0.00000, ,Toronto,ON,  RCMP O Division,Site 024 Toronto  South, , ,Project 25, ,TRS
422.937500,0.00000, ,Halton,ON,  OnQue,Site 006 Milton, , ,NXDN, ,TRS
422.968750,0.00000, ,Durham,ON,  OnQue,Site 004 Clarington, , ,NXDN, ,TRS
422.987500,0.00000, ,York,ON,  Point to Point,Site 002 King City, , ,DMR, ,TRS
423.150000,0.00000, ,Toronto,ON,  RCMP O Division,Site 017 Toronto  East, , ,Project 25, ,TRS
423.500000,428.50000,,Toronto,ON,TTC  CIS ,22  CN Tower,CN Tower,CSQ,FMN,RM,Transportation
423.637500,428.63750,XJM983,Toronto,ON,TTC  CIS ,33  Finch ,Finch ,CSQ,FMN,RM,Transportation
423.662500,428.66250,XJM987,Toronto,ON,TTC  CIS ,35  Arrow ,Arrow,CSQ,FMN,RM,Transportation
423.675000,428.67500,XJM990,Toronto,ON,TTC  CIS ,36  Malvern,Malvern,CSQ,FMN,RM,Transportation
423.687500,428.68750,XJM985,Toronto,ON,TTC  CIS ,37  Hillcrest ,Hillcrest,CSQ,FMN,RM,Transportation
423.700000,428.70000,XJL849,Toronto,ON,TTC  CIS ,38  Greenwood ,Greenwood,CSQ,FMN,RM,Transportation
423.712500,428.71250,XJM990,Toronto,ON,TTC  CIS ,39  Wilson , Wilson,CSQ,FMN,RM,Transportation
423.725000,428.72500,XJM985,Toronto,ON,TTC  CIS ,40  Pharmacy,Pharmacy,CSQ,FMN,RM,Transportation
423.737500,428.73750,XJM989,Toronto,ON,TTC  CIS ,41  Shipp,Shipp,CSQ,FMN,RM,Transportation
423.750000,428.75000,XJM984,Toronto,ON,TTC  CIS ,42  Birchmount ,Birchmount,CSQ,FMN,RM,Transportation
423.762500,428.76250,XJM988,Toronto,ON,TTC  CIS ,43  Davisville,Davisville,CSQ,FMN,RM,Transportation
441.950000,0.00000, ,Toronto,ON,  DMRMARC Ontario Amateur Repeater Network,Site 302321 VA3XFT Toronto, , ,DMR, ,TRS
442.025000,447.02500,VE3ULR,York,ON,70 cm Band,VE3ULR  Aurora,VE3ULR,,FM,RM,Ham
442.100000,447.10000,VE3RPT,Durham,ON,70 cm Band,VE3RPT  Uxbridge,VE3RPT,103.5 PL,FM,RM,Ham
442.125000,447.12500,VE3PAQ,Halton,ON,70 cm Band,VE3PAQ  Acton,VE3PAQ,,FM,RM,Ham
442.137500,0.00000, ,Durham,ON,  DMRMARC Ontario Amateur Repeater Network,Site 302319 VE3OBI Raglan, , ,DMR, ,TRS
442.175000,447.17500,VA3UKW,Toronto,ON,70 cm Band,VA3UKW  Toronto,VA3UKW,,FM,RM,Ham
442.225000,447.22500,VA3ODX,Halton,ON,70 cm Band,VA3ODX  Burlington  Echolink,VA3ODX,,FM,RM,Ham
442.275000,447.27500,VA3CTR,York,ON,70 cm Band,VA3CTR  Unionville,VA3CTR,,FM,RM,Ham
442.300000,447.30000,VE3HAL,Halton,ON,70 cm Band,VE3HAL  Milton,VE3HAL,,FM,RM,Ham
442.337500,0.00000, ,Toronto,ON,  DMRMARC Ontario Amateur Repeater Network,Site 302303 VA3XPR Toronto, , ,DMR, ,TRS
442.375000,447.37500,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Toronto,VA3GTU,,FM,RM,Ham
442.450000,447.45000,VE3OKR,Halton,ON,70 cm Band,VE3OKR  Oakville,VE3OKR,,FM,RM,Ham
442.475000,447.47500,VA3URU,York,ON,70 cm Band,VA3URU  Ballantrae,VA3URU,,FM,RM,Ham
442.500000,447.50000,VE3RDM,Hamilton,ON,70 cm Band,VE3RDM  Hamilton,VE3RDM,,FM,RM,Ham
442.525000,447.52500,VE3UHM,Hamilton,ON,70 cm Band,VE3UHM  Hamilton,VE3UHM,,FM,RM,Ham
442.550000,447.55000,VE3GIV,Hamilton,ON,70 cm Band,VE3GIV  Hamilton,VE3GIV,,FM,RM,Ham
442.600000,447.60000,VE3CAY,Toronto,ON,70 cm Band,VE3CAY  Toronto,VE3CAY,,FM,RM,Ham
442.650000,447.65000,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Toronto,VA3GTU,,FM,RM,Ham
442.700000,447.20000,VE3YYZ,Toronto,ON,70 cm Band,VE3YYZ   DSTAR  Toronto,VE3YYZ-B,,D-STAR,RM,Ham
442.750000,447.75000,VE3WOO,Toronto,ON,70 cm Band,VE3WOO  Toronto,VE3WOO,,FM,RM,Ham
442.775000,447.77500,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Etobicoke,VA3GTU,,FM,RM,Ham
442.800000,447.80000,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Etobicoke,VA3GTU,,FM,RM,Ham
442.825000,447.82500,VA3GTU,Halton,ON,70 cm Band,VA3GTU  Acton,VA3GTU,,FM,RM,Ham
442.850000,447.85000,VE3SNM,York,ON,70 cm Band,VE3SNM  Ballantrae,VE3SNM,136.5 PL,FM,RM,Ham
442.875000,0.00000, ,Durham,ON,  BrandMeister Canada Amateur Repeater Network,Site 302327 VE3OUR Durham, , ,DMR, ,TRS
442.975000,447.97500,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Toronto,VA3GTU,,FM,RM,Ham
443.000000,448.00000,VE3NAA,Durham,ON,70 cm Band,VE3NAA  Oshawa,VE3NAA,,FM,RM,Ham
443.025000,448.02500,VA3SCR,Toronto,ON,70 cm Band,VA3SCR  Toronto,VA3SCR,,FM,RM,Ham
443.050000,448.05000,VE3YYZ,Toronto,ON,70 cm Band,VE3YYZ  Toronto,VE3YYZ,103.5 PL,FM,RM,Ham
443.075000,448.07500,VE3ZOE,Hamilton,ON,70 cm Band,VE3ZOE  Hamilton,VE3ZOE,,FM,RM,Ham
443.100000,448.10000,VE3SKI,Toronto,ON,70 cm Band,VE3SKI  Toronto,VE3SKI,,FM,RM,Ham
443.125000,448.12500,VE3RAK,Toronto,ON,70 cm Band,VE3RAK  Toronto,VE3RAK,,FM,RM,Ham
443.150000,448.15000,VE3BUR,Halton,ON,70 cm Band,VE3BUR  Burlington,VE3BUR,,FM,RM,Ham
443.200000,448.20000,VA3BUR,Halton,ON,70 cm Band,VA3BUR  Southwest  Aldershot  Hamilton ,VA3BUR,,FM,RM,Ham
443.250000,448.25000,VE3RFI,Hamilton,ON,70 cm Band,VE3RFI,VE3RFI,,FM,RM,Ham
443.275000,448.27500,VA3PWR,York,ON,70 cm Band,VA3PWR  Newmarket,VA3PWR,103.5 PL,FM,RM,Ham
443.325000,448.32500,VE3VOP,Toronto,ON,70 cm Band,VE3VOP  Toronto,VE3VOP,,FM,RM,Ham
443.350000,448.35000,VE3RTC,Toronto,ON,70 cm Band,VE3RTC  Scarborough,VE3RTC,,FM,RM,Ham
443.425000,448.42500,VA3HR,Halton,ON,70 cm Band,VA3HR  Milton  Halton ARES,VA3HR,,FM,RM,Ham
443.475000,448.47500,VE3WOM,Durham,ON,70 cm Band,VE3WOM  Whitby,VE3WOM,103.5 PL,FM,RM,Ham
443.500000,448.50000,VE3NIB,Toronto,ON,70 cm Band,VE3NIB  Toronto,VE3NIB,,FM,RM,Ham
443.550000,448.55000,VE3PRC,Peel,ON,70 cm Band,VE3PRC  Brampton,VE3PRC,,FM,RM,Ham
443.600000,448.60000,,Peel,ON,70 cm Band,VE3UPR,VE3UPR,,FM,RM,Ham
443.650000,448.65000,VE3NOR,Toronto,ON,70 cm Band,VE3NOR  Toronto,VE3NOR,,FM,RM,Ham
443.675000,448.67500,VE3WIK,Hamilton,ON,70 cm Band,VE3WIK  Carlisle,VE3WIK,,FM,RM,Ham
443.700000,448.70000,VA3BAL,York,ON,70 cm Band,VA3BAL  Ballantrae,VA3BAL,103.5 PL,FM,RM,Ham
443.750000,448.75000,VA3GTU,Toronto,ON,70 cm Band,VA3GTU  Scarborough,VA3GTU,,FM,RM,Ham
443.775000,448.77500,VE3JOP,York,ON,70 cm Band,VE3JOP  Vaughan,VE3JOP,,FM,RM,Ham
443.812500,448.81250,VA3PMO,Peel,ON,70 cm Band,VA3PMO  Mississauga,VA3PMO,,FM,RM,Ham
443.825000,448.82500,VA3TVB,Toronto,ON,70 cm Band,VA3TVB  Scarborough,VA3TVB,,FM,RM,Ham
443.900000,448.90000,VE3OBN,Toronto,ON,70 cm Band,VE3OBN   Toronto,VE3OBN,127.3 PL,FM,RM,Ham
443.950000,448.95000,VE3ZRB,Halton,ON,70 cm Band,VE3ZRB  Halton Hills,VE3ZRB,,FM,RM,Ham
444.037500,449.03750,VE3UHM,Hamilton,ON,70 cm Band,VE3UHM  Hamilton DMR,VE3UHM-DMR,CC 1|TG *|SL 2,DMR,RM,Ham
444.037500,0.00000, ,Hamilton,ON,  DMRMARC Ontario Amateur Repeater Network,Site 302315 VE3UHM Hamilton, , ,DMR, ,TRS
444.075000,449.07500,VE3NCF,Hamilton,ON,70 cm Band,VE3NCF  Hamilton,VE3NCF,,FM,RM,Ham
444.100000,449.10000,VE3WDX,York,ON,70 cm Band,VE3WDX  Aurora,VE3WDX,,FM,RM,Ham
444.175000,449.17500,VE3WOO,Peel,ON,70 cm Band,VE3WOO  Caledon,VE3WOO,,FM,RM,Ham
444.225000,449.22500,VE3YRC,York,ON,70 cm Band,VE3YRC  Richmond Hill,VE3YRC,103.5 PL,FM,RM,Ham
444.325000,449.32500,VE3OAK,Halton,ON,70 cm Band,VE3OAK  Oakville ,VE3OAK ,,FM,RM,Ham
444.375000,449.37500,VE3WOQ,Durham,ON,70 cm Band,VE3WOQ  Whitby,VE3WOQ,,FM,RM,Ham
444.400000,449.40000,VE3TWR,Toronto,ON,70 cm Band,VE3TWR  Toronto,VE3TWR,103.5 PL,FM,RM,Ham
444.450000,449.45000,VA3BMI,Toronto,ON,70 cm Band,VA3BMI  Toronto,VA3BMI,,FM,RM,Ham
444.475000,449.47500,VE3URU,Toronto,ON,70 cm Band,VE3URU  Toronto,VE3URU,,FM,RM,Ham
444.512500,449.51250,VE3YRK,York,ON,70 cm Band,VE3YRK DSTAR,VE3YRK,,D-STAR,RM,Ham
444.525000,449.52500,VE3OBI,Durham,ON,70 cm Band,VE3OBI  Raglan,VE3OBI,103.5 PL,FM,RM,Ham
444.575000,449.57500,VE3MIS,Peel,ON,70 cm Band,VE3MIS  Mississauga,VE3MIS,,FM,RM,Ham
444.600000,449.60000,VE3DAX,Durham,ON,70 cm Band,VE3DAX  Pickering,VE3DAX,103.5 PL,FM,RM,Ham
444.637500,0.00000, ,Toronto,ON,  BrandMeister Canada Amateur Repeater Network,Site 302321 VE3YYZ Toronto, , ,DMR, ,TRS
444.775000,449.77500,VA3ATL,Toronto,ON,70 cm Band,VA3ATL  Toronto,VA3ATL,110.9 PL,FM,RM,Ham
444.825000,449.82500,VE3RSB,Halton,ON,70 cm Band,VE3RSB  Burlington ,VE3RSB ,,FM,RM,Ham
444.850000,449.85000,VE3UKW,Toronto,ON,70 cm Band,VE3UKW  Toronto,VE3UKW,,FM,RM,Ham
444.950000,449.95000,VA3OPR,Peel,ON,70 cm Band,VA3OPR  Brampton,VA3OPR,,FM,RM,Ham
450.212500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Speed TV crews,SPEED 1,,FMN,M,Business
450.312500,0.00000,CJZ624,Durham,ON,Media Oshawa,CKDO Studio Link,CKDO STU LNK,,FMN,F,Media
450.587500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Speed TV crews,SPEED 2,,FMN,M,Business
450.975000,455.98750,CFY255,Toronto,ON,Media Shaw Media,Global News Helicopter CFMTE,GlobalTVNews,192.8 PL,FM,RM,Media
451.012500,456.01250,Multiple,Peel,ON,Mississauga,Community Centre Operations Ch1 ,Miss CC Ops1,743 DPL,FM,RM,Public Works
451.037500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
451.087500,456.08750,VOV905,Halton,ON,Business Oakville,Oakville Place  Security  ,Oakville Pl,CC 7|TG 201|SL 1,DMR,RM,Security
451.125000,0.00000, ,Toronto,ON,  Purolator,Site 001 Ontario Hub, , ,DMR, ,TRS
451.137500,456.13750,VCM719,Hamilton,ON,Business Hamilton,Jackson Square Mall,Jackson Sq,CC 5|TG 125|SL 1,DMR,RM,Business
451.137500,456.13750,VCM719,Hamilton,ON,Business Hamilton,Jackson Square Mall,Jackson Sq,CC 5|TG 123|SL 1,DMR,RM,Business
451.137500,456.13750,VCM719,Hamilton,ON,Business Hamilton,Jackson Square Mall,Jackson Sq,CC 5|TG 124|SL 1,DMR,RM,Business
451.162500,0.00000, ,Hamilton,ON,  GOTRBO Network,Site 011 Fennell, , ,DMR, ,TRS
451.187500,0.00000,,Halton,ON,Business Burlington,Burlington Mall  Security,Burl Mall Sec,CC 1|TG 1|SL *,DMR,BM,Security
451.187500,0.00000,,Hamilton,ON,FirstOntario Centre Operations,Operations,Operations,CC 1|TG 1|SL 1,DMR,BM,Business
451.187500,456.18750,,Toronto,ON,Attractions Etobicoke,Woodbine Race Track  Champions ,Track -Champ,172 DPL,FM,RM,Business
451.187500,0.00000,,Halton,ON,Business Milton,CoSteel Recycling,Co-Steel Rec,69.3 PL,FM,BM,Business
451.187500,0.00000,,Hamilton,ON,Business Hamilton,Cineplex  Silvercity Ancaster ,Silvercity ,131.8 PL,FM,BM,Business
451.187500,0.00000, ,Toronto,ON,  Metro Toronto Convention Centre,Site 001 MTCC, , ,DMR, ,TRS
451.187500,456.18750,CFU779,Toronto,ON,Business Scarborough,Malvern Town Centre,MalvernTwn,186.2 PL,FM,RM,Security
451.187500,0.00000, ,Halton,ON,  OLGC  Mohawk Racetrack Slots,Site 001 Site 1, , ,DMR, ,TRS
451.187500,456.78750,VCK784,Hamilton,ON,Business Hamilton,Limeridge Mall  Security,Limeridge,186.2 PL,FM,RM,Security
451.187500,0.00000,,Toronto,ON,Environment Canada 4905 Dufferin Street,In House  Security,Security,127.3 PL,FMN,BM,Security
451.187500,0.00000,CFU681,Toronto,ON,Business Scarborough,Parkway Mall,ParkwayMall,152 DPL,FM,BM,Security
451.187500,0.00000,,Toronto,ON,Education Toronto District School Board,Mowat CI,Mowat CI,054 DPL,FM,BM,Schools
451.237500,0.00000, ,Toronto,ON,  GOTRBO Network,Site 007 CN Tower, , ,DMR, ,TRS
451.275000,456.27500,Multiple,Toronto,ON,Business Airport Taxi and Limousine,Airline Limousine,Airline Limo,136.5 PL,FMN,RM,Transportation
451.312500,456.31250,CHA728,Hamilton,ON,Business Hamilton,Bunge Canada  Maintenance,Bunge,71.9 PL,FM,RM,Business
451.337500,456.33750,,Toronto,ON,Attractions Etobicoke,OLG Slots Security ,WEG Security,CC 11|TG 100|SL *,DMR,RM,Security
451.337500,456.33750,VXE364,Hamilton,ON,Federal Offices Hamilton,CRA Security,CRA Security,,FM,RM,Security
451.350000,0.00000, ,Toronto,ON,  University of Toronto,Site 001 55 Harbord Street, , ,DMR, ,TRS
451.387500,456.38750,CIK933,Toronto,ON,Business Taxi,ABC Ambassadors Taxi,ABCAmbssdrs,125 DPL,FM,RM,Transportation
451.437500,456.43750,VFP257,Toronto,ON,Hatzoloh Toronto ,Dispatch,Hatzoloh EMS,103.5 PL,FM,RM,EMS Dispatch
451.512500,0.00000, ,Toronto,ON,  FleetConnect ,Site 012 Toronto, , ,DMR, ,TRS
451.662500,456.66250,CFF631,Toronto,ON,Healthcare North York Branson Urgent Care ,Maintenance,Branson Ch.2,263 DPL,FM,RM,Hospital
451.662500,0.00000,,Hamilton,ON,City Services,City Parking Enforcement,City Parking,,FM,BM,Public Works
451.662500,0.00000,,Peel,ON,Business Various,Locus Electric ,Locus ,134 DPL,FMN,BM,Business
451.662500,0.00000,,Toronto,ON,Healthcare Scarborough Hospital  General and Grace sites ,Security,Scarb Hosp,205 DPL,FM,BM,Security
451.662500,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Slot Technicians,FDC ST,165 DPL,FMN,BM,Business
451.662500,456.66250,CKC512,Toronto,ON,Healthcare Sunnybrook Health Sciences Centre,Security 2,SHSC Sec 2,412 DPL,FM,RM,Security
451.662500,0.00000,,Hamilton,ON,West 5th Campus,Security,St J W 5th,CC 5|TG 10|SL *,DMR,BM,Security
451.725000,456.72500,VFC425,Toronto,ON,Business Downtown,VIA Rail Canada  Union Station Porters,VIA Rail,114.8 PL,FM,RM,Business
451.737500,0.00000, ,Hamilton,ON,  National Communications Site Services DMR,Site 002 Area 2, , ,DMR, ,TRS
451.750000,0.00000, ,Halton,ON,  Sheridan College Oakville,Site 001 Sheridan, , ,DMR, ,TRS
451.775000,456.78750,XNG658,Hamilton,ON,McMaster University Medical Centre,Security and Parking,MUMC,,NXDN,RM,Security
451.787500,0.00000, ,Peel,ON,  Maple Lodge Farms,Site 001 Brampton, , ,DMR, ,TRS
451.787500,0.00000,,Halton,ON,Oakville,The Marquee  Bouncer Office,Marquee B Off,143 DPL,FMN,M,Business
451.787500,456.78750,,Durham,ON,Business Clarington,Dufferin Concrete,Dufferin,,FMN,RM,Business
451.787500,0.00000,,York,ON,Business Thornhill,Glen Park Apartments  Property Maintenance ,7411 Yonge,023 DPL,FM,BM,Business
451.787500,0.00000,,Toronto,ON,Event Medical Services,Spectrum Event Medical Services  on site,Spectrum onsite,179.9 PL,FM,M,EMS-Tac
451.787500,0.00000, ,Toronto,ON,  Humber College,Site 001 North Campus, , ,DMR, ,TRS
451.787500,0.00000,,Durham,ON,Business Whitby,Liquor Control Board Ontario  Durham Warehouse Ch 1 ,LCBO DW 1,,FMN,BM,Business
451.787500,0.00000,,Toronto,ON,Business Downtown,KoolHaus,KoolHaus,365 DPL,FM,BM,Business
451.787500,0.00000,,Toronto,ON,Healthcare Holland Bloorview Childrens Rehabilitaion Centre,Operations,Bloorview,156.7 PL,FM,BM,Hospital
451.787500,0.00000, ,Toronto,ON,  Metro Toronto Convention Centre,Site 001 MTCC, , ,DMR, ,TRS
451.787500,456.78750,VEK576,Halton,ON,Business Oakville,Hopedale Mall  Security ,Hopedale,,FM,RM,Security
451.787500,0.00000,,Durham,ON,Education Clarington,Charles Bowman Public School,Charles Bowman,026 DPL,FMN,M,Schools
451.787500,0.00000,,York,ON,Canadas Wonderland Vaughan,Ch 9  Speedcity Raceway,Wonderland 9,173.8 PL,FM,BM,Business
451.787500,456.78750,CYD342,Toronto,ON,Healthcare Michael Garron Hospital,Security ,TEGH Sec,179.9 PL,FM,RM,Security
451.787500,0.00000,,Toronto,ON,Attractions Core,Harbourfront Centre,Harbourfront,155 DPL,FM,BM,Business
451.787500,0.00000,,Durham,ON,Attractions Oshawa Ski Club,BrimacombeOshawa Ski Club Ch 2,OshawaSki 2,526 DPL,FMN,BM,Business
451.787500,456.18750,XKE248,Toronto,ON,Business Downtown,Delta Chelsea Hotel,DeltaChelsea,026 DPL,FM,RM,Business
451.837500,456.83750,VCR582,Toronto,ON,Business Couriers,Flying Dutchman,FlyDutchman,136.5 PL,FM,RM,Business
451.850000,0.00000, ,Hamilton,ON,  National Communications Site Services Motorola,Site 001 Site1, , ,Motorola, ,TRS
451.887500,0.00000, ,Hamilton,ON,  ICOM Canada ,Site 009 Hamilton, , ,NXDN, ,TRS
451.937500,456.93750,VAX321,Hamilton,ON,FirstOntario Centre Operations,Centre Events,Events,CC 3|TG 1|SL 1,DMR,RM,Business
451.937500,456.93750,VAX321,Hamilton,ON,FirstOntario Centre Operations,FirstOntario TG 2,FOC TG 2,CC 3|TG 2|SL 1,DMR,RM,Business
451.937500,456.93750,VAX321,Hamilton,ON,FirstOntario Centre Operations,FirstOntario TG 4,FOC TG 4,CC 3|TG 4|SL 1,DMR,RM,Business
451.937500,456.93750,VAX321,Hamilton,ON,FirstOntario Centre Operations,HP Events,HP Events,CC 3|TG 1|SL 2,DMR,RM,Business
451.937500,456.93750,VAX321,Hamilton,ON,FirstOntario Centre Operations,FirstOntario TG 3,FOC TG 3,CC 3|TG 3|SL 1,DMR,RM,Business
451.962500,456.96250,XMJ447,Hamilton,ON,Mohawk College,Security,Mohawk Sec,,FM,RM,Security
452.025000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Pratt  Miller Engineering and Fabrication,Pratt & Miller,306 DPL,FMN,M,Business
452.062500,457.06250,,Toronto,ON,Business Etobicoke,CF Sherway Gardens  Property Management,SherwayGdns,3 RAN,NXDN,RM,Business
452.062500,457.06250,XKU255,Toronto,ON,Healthcare North York General,Security,NYGH - Sec,179.9 PL,FM,RM,Security
452.062500,457.06250,CIL791,York,ON,Business Vaughan,Vaughan Mills  Security ,VgnMillsSec,CC 1|TG 10|SL 1,DMR,RM,Security
452.062500,0.00000,VEU932,York,ON,Markham ,Markham Stouffville Hospital  Maintenance,Mark/Stffvle,88.5 PL,FM,BM,Hospital
452.062500,0.00000,,Hamilton,ON,FirstOntario Centre Operations,Administration,Administrn,CC 2|TG 1|SL 1,DMR,BM,Business
452.062500,457.06250,XJV911,York,ON,Business Newmarket,Upper Canada Mall ,UpperCdaMall,123.0 PL,FM,RM,Business
452.087500,0.00000, ,Toronto,ON,  Purolator,Site 001 Ontario Hub, , ,DMR, ,TRS
452.112500,457.11250,XKH944,Toronto,ON,Business Airport Taxi and Limousine,Aeroport Taxi,Aeroport,103.5 PL,FMN,RM,Transportation
452.137500,457.13750,VDS713,Hamilton,ON,Federal Offices Hamilton,CRA Security ,CRA Security,,FM,RM,Security
452.150000,457.16250,Multiple,Toronto,ON,Business Couriers,Arrowspeed Delivery,ArrowspdDlvr,91.5 PL,FM,RM,Business
452.175000,0.00000, ,Toronto,ON,  University Health Network  Toronto General Hospital,Site 001 Toronto General Hospital, , ,DMR, ,TRS
452.187500,0.00000, ,Hamilton,ON,  National Communications Site Services Motorola,Site 001 Site1, , ,Motorola, ,TRS
452.212500,457.21250,CGW994,Hamilton,ON,Golf and Country Clubs Hamilton Golf and Country Club,Security  Fairway Grooming,Sec / Frway,,FM,RM,Business
452.225000,457.22500,,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP Control,CTMP Control,CC 1|TG 2|SL *,DMR,RM,Business
452.262500,0.00000, ,Toronto,ON,  Porter Airlines,Site 001 Billy Bishop Toronto Island Airport, , ,DMR, ,TRS
452.262500,0.00000, ,Toronto,ON,  CF Toronto Eaton Centre,Site 001 Eaton Centre, , ,DMR, ,TRS
452.262500,0.00000,,York,ON,Golf Beacon Hall Golf Club,Gatehouse and Valet,BHGC GH/VAL,CC 11|TG *|SL 1,DMR,BM,Business
452.262500,0.00000, ,Toronto,ON,  Ritz Carlton Hotel,Site 001 Ritz Carlton Hotel, , ,DMR, ,TRS
452.262500,0.00000, ,Durham,ON,  Oshawa Centre,Site 001 Oshawa Centre, , ,DMR, ,TRS
452.262500,457.26250,,Durham,ON,Attractions Canadian Tire Motorsport Park,NASCAR Ch 1 Safety,NASCAR Safety,445 DPL,FMN,M,Business
452.262500,0.00000, ,Peel,ON,  FedEx Pearson International Distribution,Site 001 FedEx PIA, , ,DMR, ,TRS
452.262500,0.00000, ,Toronto,ON,  Toronto Zoo,Site 001 Toronto Zoo, , ,DMR, ,TRS
452.287500,0.00000, ,Hamilton,ON,  ICOM Canada ,Site 009 Hamilton, , ,NXDN, ,TRS
452.312500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
452.362500,457.36250,VCM646,Toronto,ON,Attractions Etobicoke,Woodbine Race Track  Maintenance ,WoodbineMtc,69.3 PL,FM,RM,Business
452.362500,0.00000,,Toronto,ON,Business North York,Holiday Inn  Yorkdale  Housekeeping Paging,HI Yorkdale,CSQ,FM,F,Business
452.362500,457.36250,VEQ710,Toronto,ON,Education York University,Keele Campus Security ,YU Security,CC 4|TG 10002|SL 1,DMR,RM,Security
452.362500,457.36250,,Toronto,ON,Business Downtown,Hazelton Lanes,HazeltonLns,412 DPL,FM,RM,Business
452.362500,0.00000,VAJ429,Toronto,ON,Attractions Core,Art Gallery of Ontario ,AGO Security,103.5 PL,FM,BM,Security
